게시물 ID,고유 링크,게시물 메시지,유형,국가,언어,게시일,광고 타겟,전체 기간 내 게시물 총 도달수,전체 기간 내 게시물의 유기적 도달 범위,전체 기간 내 게시물 광고 도달 범위,전체 기간 내 게시물 총 노출수,전체 기간 내 게시물 유기적 노출수,전체 기간 내 광고로 인한 게시물 노출수,전체 기간 내 참여한 사용자,전체 기간 내 게시물 이용자,전체 기간 내 게시물 소비,전체 기간 내 부정적인 사용자 피드백,전체 기간 내 페이지 좋아요를 누른 사람에 의한 게시물 노출수,전체 기간 내 페이지 좋아요를 누른 사람을 통한 게시물 도달 범위,전체 기간 내 광고로 인해 페이지 좋아요를 누른 사람에 대한 게시물 노출수,전체 기간 내 페이지를 좋아하는 사람들에 의한 게시물의 광고 도달 범위,전체 기간 내 페이지 좋아요를 누른 후 게시물에 참여한 사람,전체 기간 내 95%까지 재생한 유기적 조회수,전체 기간 내 95%까지 재생한 유기적 조회수,전체 기간 내 95%까지 재생한 광고 조회수,전체 기간 내 95%까지 재생한 광고 조회수,전체 기간 내 유기적 동영상 조회수,전체 기간 내 유기적 동영상 조회수,전체 기간 내 광고 동영상 조회수,전체 기간 내 광고 동영상 조회수,전체 기간 내 평균 동영상 재생 시간,전체 기간 동영상 길이,전체 기간 내 행동별 이야기 하고 있는 사람들(게시물) - like,전체 기간 내 행동별 이야기 하고 있는 사람들(게시물) - comment,전체 기간 내 행동별 이야기 하고 있는 사람들(게시물) - share,전체 기간 내 행동 유형별 게시물 소식 - like,전체 기간 내 행동 유형별 게시물 소식 - comment,전체 기간 내 행동 유형별 게시물 소식 - share,전체 기간 내 유형별 게시물 이용자 - other clicks,전체 기간 내 유형별 게시물 이용자 - photo view,전체 기간 내 유형별 게시물 소비 - other clicks,전체 기간 내 유형별 게시물 소비 - photo view,,,,,,
134338226999288_194859554280488,https://www.facebook.com/Sghumans/posts/194859554280488:0,"#46
&quot;학교에 다니면서 가장 많이 남는 건 같이 학생회 활동을 하고있는 친구들이에요.  좋은 사람들과 함께 많은 시간을 보내면서 덕분에 즐겁게 학교생활을 할 수 있었어요. 하지만 요새는 이사회 사건 때문에 학생회 친구들도 고생하고 분위기가 많이 안 좋아졌어요. 다음 학기 군대에 가는데 과연 내후년에 복학했을때 지금과 같은 분위기에서 학교에 다닐 수 있을까? 란 생각이 많이 들어요. 날짜 감각도 없이 매일 회의하고 고군분투하고 있는 학생회분들 보면서 미안하기도 하고 빨리 문제의 결론이 있는 페이지를 펴보고 싶어요.&quot;",Photo,,,10/05/2016 10:55:29 PM, ,2880,926,0,8844,2432,0,770,760,1628,0,3391,895,0,0,319,0,0,0,0,0,0,0,0,0,0,16,,,17,,,731,126,1456,172,,,,,,
134338226999288_189931468106630,https://www.facebook.com/Sghumans/posts/189931468106630:0,"#45
“운동을 좋아하다 보니까 스포츠를 주제로 세계 여행을 해보고 싶어요. 제가 축구, 야구, 농구 모두 좋아하는데, 세 종목의 스포츠 성지를 정해서 여행하는 거죠. 예를 들어 야구의 경우는 LA다저스, 축구는 바르셀로나 경기장인 Nou Camp, 농구로는 San Antonio에 꼭 가보고 싶어요. 현재 힘든 생활을 견디면서 꼭 가봐야지, 가봐야지 하면서 버티고 있어요.”",Photo,,,09/28/2016 01:25:59 AM, ,1309,826,0,2897,2147,0,180,158,196,1,2005,702,0,0,131,0,0,0,0,0,0,0,0,0,0,34,1,,35,1,,124,46,132,64,1,,1,,,
134338226999288_187897821643328,https://www.facebook.com/Sghumans/posts/187897821643328:0,"#44
&quot;저는 고등학교 때 처음 친구가 같이 하자고 해서 연극동아리에 들어갔어요. 그 때 처음 연극을 해봤는데, 빠져나올 수가 없는거에요. 그래서 고등학생 시절 계속 연극 동아리 활동을 할 수 밖에 없었어요. 고등학교를 졸업하고 대학에 와서도 자꾸 아쉬움이 남아서 복학하고 다시 연극동아리에 들어와서 활동을 하고 있어요.&quot;
&quot;가장 기억에 남는 순간이 있나요?&quot;
&quot;얼마 전에 전공자들과 순수 연극 동아리가 전부 모이는 대회를 나갔어요. 그런데 거기에서 유일하게 순수 연극 동아리로 본선에 진출하고, 또 운이 좋게 금상을 타게 되었어요. 제가 한때 잠깐 꿈꿨던 일이기도 한 대학로에서, 그런 좋은 결과를 냈다는게 굉장히 뿌듯하고 자랑스러웠어요.&quot;",Photo,,,09/24/2016 08:40:45 PM, ,1887,959,0,3899,2596,0,371,355,539,0,2358,811,0,0,264,0,0,0,0,0,0,0,0,0,0,60,4,,62,10,,296,113,394,145,,,,,,
134338226999288_186040851829025,https://www.facebook.com/Sghumans/posts/186040851829025:0,"#43
&quot;저는 고양이를 키워요. 제가 고등학생 때 힘든 시기를 보내면서 정서적으로 위로가 될 수 있을것 같아 데려왔어요. 데려온 후 처음 3개월은 방에서 같이 자면서 자장가도 불러줬어요. '엄마가 섬그늘에~' 이런 노래요. &quot;
&quot;고양이가 언제 제일 귀여워요?&quot;
&quot;부모님 모두 일하시고, 동생도 공부를 해서 집이 거의 하루종일 텅텅 비어있어요. 제가 집을 나갈때에도, 들어올때에도 항상 아무도 없어요. 텅 빈 집에 그래도 고양이가 있으니까 너무 귀엽고 그래요. 그런 생각도 해요. 나중에 독립해서 혼자 살 때 이런 반려 동물이 있으면 혼자 집에서 적적한 것 보다 훨씬 낫겠다.. 특히 저희 고양이는 많이 울어요. 밥 달라고도 울고, 사랑해 달라고도 울고.. 집에 가만히 혼자 있으면 너무 조용하잖아요. 고양이가 있어서 좋아요.&quot;",Photo,,,09/21/2016 09:01:39 PM, ,1229,791,0,2753,2163,0,254,241,342,0,1963,696,0,0,185,0,0,0,0,0,0,0,0,0,0,37,3,,37,3,,192,84,243,99,,,,,,
134338226999288_183377502095360,https://www.facebook.com/Sghumans/posts/183377502095360:0,"#42
&quot;저희 부모님이 맞벌이셔서 제가 어렸을 적에 두 분 모두 집에 잘 안 계셨어요. 그래서 그 때 제 꿈은 좋은 아빠가 되는 것이었어요. 그런데 그게 참 어려운 것 같아요. 지금도 좋은 아빠가 되고 싶은데, 어떻게 해야 좋은 아빠가 될 수 있는지는 잘 모르겠어요. 또 좋은 아빠가 되는 것의 연장선에서 행복한 가정을 이루고 싶어요. 제가 생각하는 이상적인 가정은 가족이 서로 의지할 수 있고 고민을 털어 놓을 수 있는 사이가 되는 것이에요. 고민이 있으면 보통 친구나 선생님들에게 말하잖아요. 그런데 그것 보다 가족한테 말하는 것이 더 편할 수 있을 정도가 되고 싶어요.&quot;",Photo,,,09/17/2016 10:18:13 PM, ,2258,1098,0,4958,3391,0,320,305,478,0,2930,855,0,0,192,0,0,0,0,0,0,0,0,0,0,61,20,,62,30,,272,68,354,124,,,,,,
134338226999288_180041339095643,https://www.facebook.com/Sghumans/posts/180041339095643:0,"#41
“저희 둘 모두 근육병을 앓고 있어요. 근육병이라는 병이 완치가 불가능한 장애이고 지속적으로 의료비가 들어가요. 그래서 환자와 가족들에게 많이 부담이 돼요. 하지만 저희는 지금 다른 학생들과 함께 똑같이 대학교육을 받고 있어요. 이렇게 할 수 있었던 것은 부모님부터 시작해서 많은 사람들의 관심과 지원이 전폭적으로 이루어졌기 때문에 가능했다고 생각해요. 저희가 이렇게 지금까지 받아왔던 관심과 지원을 또 다시 필요한 사람들에게 어떻게 되돌려줄 수 있을까 고민했고, 관련한 스타트업을 시작했어요. 처음엔 정말 힘든 부분도 많았고 아직도 많이 어려운건 사실이에요. 학생으로서 기업 활동의 전반을 수행하고 사람들의 참여를 독려하는 부분이 가장 어려운 것 같아요.”
“꿈꾸는 미래가 어떤 미래인가요?”
“기존의 기부문화와 다르게 즐거운 기부문화를 만들고 싶어요. 기부가 자연스럽게 우리 일상에 자리 잡는 것이 저희의 목표에요. 지원이 필요한 사람들에게 지속적인 관심과 도움을 주는 사회를 꿈꾸고 있어요.” 
“이 캠페인을 준비하기까지 많은 도움을 받았을 것 같아요&quot;
“제일 감사한 분은 당연히 부모님이에요. 부모님 외에도 학교에서 친구들의 도움을 굉장히 많이 받았어요. 사실 학우들의 도움이 없었으면 정상적인 학교생활 자체가 힘들었을 것이라 생각해요. 서강대학교에서 좋은 학우들을 만나 이 자리까지 올 수 있었어요. 고마운 기억들이 너무 많아요. 평생 잊지 못할 거에요.”",Photo,,,09/12/2016 05:38:43 PM, ,4142,983,0,7400,3035,0,706,593,761,0,3130,956,0,0,403,0,0,0,0,0,0,0,0,0,0,256,1,1,256,1,1,530,110,602,159,,,,,,
134338226999288_178756805890763,https://www.facebook.com/Sghumans/posts/178756805890763:0,"#40
“같이 학생회를 하던 후배였어요. 단둘이 연어를 먹으러 갔었는데 맛있게 잘 먹는 모습이 너무 예뻐 보이더라구요. 그 모습에 반해서 끈질기게 구애를 펼친 끝에 만나게 되었어요 하하. 지금 200일 조금 넘었어요. &quot;",Photo,,,09/10/2016 06:20:51 PM, ,4775,1078,0,8302,3339,0,1066,1038,1779,0,3330,990,0,0,468,0,0,0,0,0,0,0,0,0,0,1,130,22,1,130,36,979,182,1551,228,,,,,,
134338226999288_178756569224120,https://www.facebook.com/Sghumans/posts/178756569224120:0,"#39
“작년까지 스타트업을 하고 싶어서 여러 가지 활동을 했었는데 실제로 제가 해보니 막상 현실에 부딪히게 되는 문제가 굉장히 많았어요. 그런데 사실 제 어렸을 적 꿈은 개그맨이었어요. 사람들이 제 말에 웃어 주는 게 좋았거든요. 그리고 중학교 올라가서는 CEO로 꿈이 바뀌었는데 정작 지금은 제가 무엇을 하고 싶은 지 고민이 많아요.”",Photo,,,09/10/2016 06:16:53 PM, ,1990,869,0,3984,2563,0,261,243,318,1,2438,776,0,0,175,0,0,0,0,0,0,0,0,0,0,,38,8,,38,8,219,48,262,56,1,,,1,,
134338226999288_177554406011003,https://www.facebook.com/Sghumans/posts/177554406011003:0,"#38
“애착이 가는 물건이 하나 있어요. 바로 제 자전거에요. 저는 자전거 타는 것을 굉장히 좋아했고 지금도 좋아하고 있어요. 고등학교 다닐 때는 경륜 선수를 해볼까 하는 생각도 했지만, 도중에 교통사고로 무릎을 다쳤어요. 그 당시에는 매우 슬펐지만 시간이 지난 지금은 괜찮아요. 그 때 만큼은 타지 못해도 종종 주말에 자전거를 타며 지내고 있어요.”",Photo,,,09/08/2016 09:36:19 PM, ,1223,814,0,2842,2175,0,147,132,184,0,2042,653,0,0,100,0,0,0,0,0,0,0,0,0,0,,28,5,,28,8,111,31,140,44,,,,,,
134338226999288_176966562736454,https://www.facebook.com/Sghumans/posts/176966562736454:0,"#37
&quot;저는 초등학교 5학년 때, 비행기를 타보고 싶다는 이유와 외국 친구를 만들고 싶다는 이유만으로 부모님을 설득해서 무작정 미국으로 갔어요. 그렇게 1년을 혼자 미국에서 지냈는데 지금 생각해보면 뭘 믿고 그럴 수 있었나 싶어요. 하지만 그때 제 모습이 요새는 그리워요. 시간이 갈수록 현재에 안주하려고 하는 제 모습을 발견하게 되니까요. 그럴 때마다 12살의 저를 떠올리면서 도전해보려고 마음을 다잡아요.&quot;",Photo,,,09/07/2016 11:13:37 PM, ,4315,940,0,6992,2768,0,860,850,1310,0,2701,857,0,0,383,0,0,0,0,0,0,0,0,0,0,,87,10,,89,21,785,148,1132,178,,,,,,
134338226999288_176207269479050,https://www.facebook.com/Sghumans/posts/176207269479050:0,"#36
&quot;내일 대만으로 떠나요. 교환학기가 시작되거든요. 친구들은 얌전히 출국을 준비하기 마련인데 저는 여름 방학 내내 학교 앞으로 커피를 마시러 왔어요. 스트로우로 커피를 한 모금씩 끌어올리며 주변을 보면, 반갑게도 친구, 선배, 후배들과 자주 마주치게 돼요. 인사하고 시시콜콜하게 근황을 묻곤 하는 이곳의 커피 브레이크가 대만에서 많이 그리울 거에요.&quot;",Photo,,,09/06/2016 06:30:00 PM, ,3355,819,0,5329,2107,0,569,529,879,0,2147,779,0,0,299,0,0,0,0,0,0,0,0,0,0,,104,4,,109,5,430,164,587,292,,,,,,
134338226999288_175837216182722,https://www.facebook.com/Sghumans/posts/175837216182722:0,"#35
&quot;작년에 락페스티벌에 갔을 때 무대 바로 앞 줄이었어요. 사실 다른 아티스트들을 좋아했었는데, 정작 가장 기억에 남는 공연은 딕펑스 무대에요. 가을 바람이 부는 날 강냄새, 풀냄새와 함께 석양지던 풍경이 밴드 노래가 정말 잘 어울려서 그 순간이 저에게 한 편의 영화처럼 남아있어요. &quot;",Photo,,,09/06/2016 05:47:51 AM, ,2674,820,0,4309,2097,0,530,508,811,1,1970,723,0,0,287,0,0,0,0,0,0,0,0,0,0,,59,10,,59,24,436,123,632,179,,1,,,1,
134338226999288_175143759585401,https://www.facebook.com/Sghumans/posts/175143759585401:0,"#34
“저에겐 딸 둘이 있는데 벌써 다 커서 시집을 갔어요. 그래서 지금은 사위 둘에 손주 세 명까지 새로운 가족이 늘었죠. 잘 커준 딸들에게 참 고마워요. 큰 딸네는 장녀로서의 역할이 있어서 그런지 좀 든든한 느낌이 많고 둘째 딸네는 멀리 울산에 사는데 내가 가면 함께 놀러 나가고 그래줘요. 또 둘째 사위가 어렸을 때 어머니가 일찍 돌아가셨는데 그래서 그런지 나에게 ‘어머님~ 어머님' 하면서 어머니처럼, 또 장모님처럼 대해줘서 고마워요.”
“딸들에게 해주고 싶은 말이 있으신가요?”
“사랑한다고 말하고 싶어요.(웃음) 평소에 그런 말 못하는데 이런 자리니까 한번 해보고 싶어요.”",Photo,,,09/05/2016 05:10:37 AM, ,6887,1008,0,9857,2619,0,791,676,810,2,2600,928,0,0,343,0,0,0,0,0,0,0,0,0,0,1,212,1,1,217,1,635,73,705,105,,1,1,,1,1
134338226999288_174265653006545,https://www.facebook.com/Sghumans/posts/174265653006545:0,"#33
&quot;라켓볼은 제가 대학교에 들어와서 처음 배운 운동이에요. 1학년 때 시작하면서 샀던 라켓을 지금까지 3년 정도 사용하고 있어서 굉장히 애착이 가요. 이 라켓으로 서울대 전국 대학생라켓볼대회에 나가서 우승도 할 수 있었어요. 몇 번이나 쓰면서 끊어지고 부서질 때마다 제가 직접 고쳐서 다시 사용하다 보니 더 애착이 가는 것 같아요. 방학 때나 강의가 빈 시간 때나 항상 손에 들고 있으니 마치 제 분신 같은 라켓이에요.&quot;",Photo,,,09/04/2016 01:35:07 AM, ,3006,881,0,4830,2172,0,372,349,521,0,1995,769,0,0,190,0,0,0,0,0,0,0,0,0,0,,64,5,,66,5,298,92,386,135,,,,,,
134338226999288_174267496339694,https://www.facebook.com/Sghumans/posts/174267496339694:0,"#32
&quot;요새 만화 카페가 되게 잘되어 있더라고요. 온종일 누워서 책도 보고 간식도 먹고…! 편하게 쉴 수 있어서 좋은 것 같아요. 만화도 좋아하는데 요새는 웹툰에 빠졌어요. 지금은 일요 웹툰 중에 미티 작가의 '컨트롤제트' 라는 웹툰을 매주 챙겨 보고 있어요. 완전 추천!!&quot;",Photo,,,09/04/2016 01:33:22 AM, ,1460,753,0,2730,1812,0,237,226,330,0,1576,615,0,0,159,0,0,0,0,0,0,0,0,0,0,,24,2,,24,2,188,61,234,96,,,,,,
134338226999288_173372176429226,https://www.facebook.com/Sghumans/posts/173372176429226:0,"#31
&quot;지금 남자친구랑은 초등학교 때부터 친구였어요. 고등학교 가서 잠깐 연락이 끊겼다가 대학생이 되서 다시 만났어요. 처음에는 그냥 오랜만에 만난 친구였는데 연락을 계속하면서 자연스럽게 사귀게 되었어요. 항상 저를 이해해주고 맞춰주는 남자친구에게 고마워요.&quot;",Photo,,,09/02/2016 10:19:09 PM, ,2130,819,0,3797,2087,0,344,328,470,0,1885,687,0,0,176,0,0,0,0,0,0,0,0,0,0,,37,2,,39,2,272,90,364,106,,,,,,
134338226999288_173469776419466,https://www.facebook.com/Sghumans/posts/173469776419466:0,"#30 
“저는 어렸을 때부터 손으로 뭘 만드는 걸 좋아했어요. 그러다 중학생 때 반 체육대회 영상을 만들게 됐는데 그게 재밌더라고요. 고등학교 때 친구들 생일 때마다 생일 영상을 만들면서 이 쪽에 재미를 붙여서 신방과에 오게 됐어요. 솔직히 아직 나중에 뭘 할지는 잘 모르겠어요. 영상 만드는 일을 계속 하면서 사회적 가치를 만들어낼  수 있는 일을 하고 싶어요.“",Photo,,,09/02/2016 10:17:06 PM, ,3345,903,0,5275,2311,0,584,568,752,0,2081,766,0,0,264,0,0,0,0,0,0,0,0,0,0,,69,2,,69,2,503,119,614,138,,,,,,
134338226999288_172616076504836,https://www.facebook.com/Sghumans/posts/172616076504836:0,"#29
“졸업학기인데 사인을 못 받았어요.” 
“.....”
&quot;지각심리학 버리실 분 찾습니다.&quot;",Photo,,,09/01/2016 05:53:58 PM, ,2859,903,0,4650,2307,0,377,336,443,0,2108,782,0,0,199,0,0,0,0,0,0,0,0,0,0,,76,,,76,,213,166,250,193,,,,,,
134338226999288_172259739873803,https://www.facebook.com/Sghumans/posts/172259739873803:0,"#28
“전역이 한 달 남았어요. 10월 14일! 내년 복학 전에 학교를 둘러보는 중이에요. 지금 생각해보면 군대를 가기 전에 학기를 낭비하듯이 많이 하고 간 게 조금 후회가 돼요. 남은 학기가 별로 없으니까 복학하면서부터는 진로를 확실하게 정해야 한다는 부담이 있어요&quot;",Photo,,,09/01/2016 06:07:03 AM, ,2237,785,0,4066,2071,0,255,238,405,0,1932,695,0,0,127,0,0,0,0,0,0,0,0,0,0,,53,12,,53,29,192,86,280,125,,,,,,
134338226999288_172251016541342,https://www.facebook.com/Sghumans/posts/172251016541342:0,"#27
“친구끼리 고민이나 힘든 이야기를 나누는 건 당연하잖아요. 그런데 어떤 친구들은 가끔 지나치게 자기 비하를 해요. 그럴 때는 섣불리 위로하기도 조심스럽고… 그 말에 동조하는 것도 이상하고..어떻게 해야 할지 정말 곤란해요.&quot;",Photo,,,09/01/2016 05:55:07 AM, ,1545,711,0,2841,1816,0,180,164,242,0,1632,608,0,0,112,0,0,0,0,0,0,0,0,0,0,1,28,3,1,30,5,129,56,170,72,,,,,,
134338226999288_171360539963723,https://www.facebook.com/Sghumans/posts/171360539963723:0,"#26
&quot;저는 고양이를 제일 좋아해요. 하지만 어머니의 반대가 심하셔서 키우진 못해요.가족들 중 이미 짐승이 너무나 많은데 더 이상 짐승을 들일 수 없다고 키우기 힘들다고 하셨어요. 저희 가족 카톡방이 있는데 언니들도 모두 고양이를 키우고 싶어해서 입양글이 뜨면 캡쳐해서 은근히 올려요. 그때마다 어머님께선 조용히하라고 말씀하십니다. 집안에서 가장 실세시거든요.&quot;",Photo,,,08/31/2016 03:18:57 AM, ,3090,834,0,5095,2235,0,608,585,975,0,2140,750,0,0,293,0,0,0,0,0,0,0,0,0,0,,70,5,,70,6,502,206,697,278,,,,,,
134338226999288_170776400022137,https://www.facebook.com/Sghumans/posts/170776400022137:0,"#25
&quot;새내기때는 기분이 항상 좋았는데 7학기부터 뭔가 학교를 떠난다는 아쉬움이 들었어요. 항상 보던 학교, 졸업을 하면 당연하던 모습이 당연하지 않게 되는 것에 대한 묘한 아쉬움이요. 그래서 학교를 돌아다니면서 사진을 정말 많이 찍었어요. 학교를 졸업해야해서 아쉽기도 하지만, 거기에 취업에 대한 중압감이 더해져요. 당장 내일 가고 싶은 기업의 공채가 시작된다니까 솔직히 시간이 멈췄으면 좋겠어요. 그런데 또 생각보다 차분해요. 그 차분함이 기분 좋은 차분함, 삶의 과정 같은 느낌이 들어요. &quot;",Photo,,,08/30/2016 06:34:30 AM, ,2101,703,0,3630,1829,0,331,310,402,0,1783,653,0,0,170,0,0,0,0,0,0,0,0,0,0,,43,5,,43,8,270,54,329,73,,,,,,
134338226999288_169824826783961,https://www.facebook.com/Sghumans/posts/169824826783961:0,"#24
&quot;앞으로 또 창업을 하게 될 지는 의문이에요. 하지만 제가 정말 좋아하는 일이 생기고, 그에 대한 목표가 확실해졌을 때 그 목표를 이룰 수 있는 수단이 창업에 있다면 저는 주저하지 않고 사업을 시작할거에요. 그런 면에서 이전에 창업을 해봤던 경험이 너무도 소중하게 여겨져요.&quot;",Photo,,,08/28/2016 09:44:53 PM, ,1191,556,0,2405,1528,0,130,111,141,0,1541,537,0,0,73,0,0,0,0,0,0,0,0,0,0,,31,2,,32,2,86,37,96,45,,,,,,
134338226999288_169013343531776,https://www.facebook.com/Sghumans/posts/169013343531776:0,"#23
“ 나는 여행을 많이 해보고 싶어요. 무엇보다 유럽을 꼭 가보고 싶어요. 요새는 우리가 tv를 통해서 유럽의 모습을 많이 볼 수 있잖아요. 그런데 그렇게 tv로 경험하는 거랑 내가 직접 가보고 나서 tv를 통해 보는 감흥은 많이 다를 것 같아요. 직접 보고 난 후에 tv에서 보게 되면 어머, 저거 정말 대단했었지~ 하고 더 크게 감동이 느껴지더라고요.”",Photo,,,08/27/2016 07:55:09 PM, ,2497,737,0,4271,2063,0,235,181,199,0,2081,726,0,0,147,0,0,0,0,0,0,0,0,0,0,,78,,,81,,161,29,166,33,,,,,,
134338226999288_169010200198757,https://www.facebook.com/Sghumans/posts/169010200198757:0,"#22
“군 생활 중 철야근무를 한 날, 잠도 제대로 못 자고 아침 8시 반쯤에 부대에 복귀했어요. 그런데 갑자기 외할머니가 돌아가셨다는 소식을 듣게 되었어요. 할머니가 새벽 3시쯤 돌아가셨는데 임종도 못 지켜드리고 보내드려서 너무 죄송했어요. 그리고 장례식장에서 엄마가 많이 슬퍼하는 모습을 보면서 외할머니가 돌아가셨다는 슬픔도 너무나 컸지만 한편으론 나중에 우리 부모님이 돌아가셨을 때 어떨지 생각이 들더라고요.&quot;",Photo,,,08/27/2016 07:44:45 PM, ,1295,621,0,2534,1657,0,181,168,198,0,1622,592,0,0,111,0,0,0,0,0,0,0,0,0,0,,22,,,23,,138,35,157,41,,,,,,
134338226999288_168336590266118,https://www.facebook.com/Sghumans/posts/168336590266118:0,"#21
&quot;스트레스가 극에 달한 순간 아프리카를 가야겠다고 마음을 먹었어요. 그래서 아프리카에 가기 위해 몇 달 동안 돈을 벌었죠. 그런데 그 몇 달동안 그런 마음들이 좀 사그라들잖아요.. 그래서 약간 주저하게 되더라고요. 그래도 일단 제가 마음 먹은거니까 갔죠. 이 때 저는 가장 큰 용기를 낸 것 같아요. 그 이후로 아프리카에서는 용기가 필요하다거나, 뭔가 그런 일을 굳이 만들어서 하진 않았어요. 아프리카에서는 제가 하고 싶은 것만 하고 살았으니까요.&quot;",Photo,,,08/26/2016 11:40:11 PM, ,1744,700,0,3312,1878,0,269,244,287,0,1880,682,0,0,182,0,0,0,0,0,0,0,0,0,0,,43,,,44,,217,40,232,55,,,,,,
134338226999288_168209283612182,https://www.facebook.com/Sghumans/posts/168209283612182:0,"#20
 &quot;상담이 마무리될 쯤에서야 상담 받고있던 친구가 정말 힘들다는 것을 알게된 적이 있어요. 내가 못 알아주고 있었구나, 이런거 때문에 힘들었구나를 나중에 알았을때 미리 알아주지 못해서 미안해요. 표현하기도 힘들었을텐데 나는 잘 이해를 못했었구나. 아쉬움이 커서 기억에 남습니다.&quot;
 &quot;반대로 상담 받고 싶으신 부분이 있으신가요?&quot;
 &quot;상담선생님 분들도 의외로 상담을 많이 받아요. 혼자서 해결하기 힘든 점이 분명히 있고. 저의 경우에도 미워하는 사람을 줄이고 사람 자체를 좋아하려고 해요. 공감하는 마음을 내려고 집단상담을 꾸준히 나가고 있어요.&quot;",Photo,,,08/26/2016 06:38:11 PM, ,1442,632,0,2784,1683,0,175,149,198,0,1683,619,0,0,107,0,0,0,0,0,0,0,0,0,0,,43,1,,43,1,126,33,143,55,,,,,,
134338226999288_166389763794134,https://www.facebook.com/Sghumans/posts/166389763794134:0,"#19
&quot;빵 굽는 할아버지가 되고 싶어요. 장래 희망으로 파티셰를 꿈꾸는 것은 아니지만 나중에 은퇴 후 동네에서 베이커리를 운영하면서 아이들에게 빵도 나눠 주면서 소박하게 살고 싶어요.”
“그런 생각을 가지게 된 계기가 있나요?”
“어렸을 때 엄마 손을 잡고 자주 가던 빵집에 가면, 항상 제가 좋아하는 소보루를 그냥 주셨던 빵집 할아버지에 대한 좋은 기억이 있어요. 그 후로 요즘엔 취미로 홈 베이킹을 하고 있는데 베이킹의 세계는 정말 신기해요. 밀가루를 만질 때 기분이 참 좋고 오븐에 들어가기 전과 나온 후의 변화도 정말 재밌어요. 또 설탕이나 버터가 얼마나 많이 들어가는지 몸소 느낄 수도 있지요. 사실 비밀인데 그래서 저는 샘플로 맛만 봅니다. 나머지는 다 친구들에게 나눠줘요. 맛있게 먹는 모습을 보면 참 즐겁고 저 설탕이 나의 몸에 들어오지 않게 되어 안도하곤 하죠.”",Photo,,,08/24/2016 05:50:28 AM, ,1964,714,0,3984,2271,0,299,277,386,0,2366,726,0,0,184,0,0,0,0,0,0,0,0,0,0,,58,8,,58,14,238,65,292,94,,,,,,
134338226999288_165373097229134,https://www.facebook.com/Sghumans/posts/165373097229134:0,"#18
“어렸을 때 저는 중국 대련에서 살았고 그곳에서 국제 고등학교를 다니면서 다양한 국적의 학생들과 교류했어요. 때문에 자연스럽게 국제 관계와 정치 외교문제에 관심이 많아졌고, 대학교 경영학부에 입학했지만 정치외교학을 복수로 전공하게 되면서 차근차근 관련 경력을 쌓아나가고 있어요.”
“이번 방학에 특별한 경험을 하셨다고요?”
   
“저는 이번 방학 때 한 달 동안 유네스코에서 주관하는 ‘World Heritage Volunteer’에서 활동하고 왔어요. 중국의 산동성 지역에 ‘공자’와 관련된 유물과 유적지가 많아요. 그곳에서 문화유적 보수 활동과 외국인 관광객들을 대상으로 인식제고에 대한 홍보활동, 또 낙후된 지역의 현지 중·고등학생들을 대상으로 세계 유산 교육도 진행했어요. 프로그램을 진행하면서 굉장히 뿌듯했고 특히 학생들이 아직도 눈에 아른거려요. 짧은 시간이었지만 정이 많이 들었어요. 정말 유익한 방학이 된 것 같아요. 앞으로도 좋은 일 많이 하고 싶고 장래에 국제기구에서 일을 하고 싶어요.”",Photo,,,08/22/2016 08:41:28 PM, ,1448,624,0,3324,2189,0,205,191,253,0,2238,616,0,0,127,0,0,0,0,0,0,0,0,0,0,,36,1,,36,1,151,57,179,74,,,,,,
134338226999288_164803117286132,https://www.facebook.com/Sghumans/posts/164803117286132:0,"#18
&quot;저에게 있어 가장 용기를 냈던 순간은 바로 일을 시작한 거에요. 대학원 졸업하고 15년간 아이 둘을 키우며 살았어요. 애들은 이제 중학교 3학년, 초등학교 6학년이에요. 하지만 저는 일을 해보고 싶었어요.일을 시작하기로 마음먹고 실행하였을 때 가장 용기를 냈던 것 같아요. 쉽지 않거든요.&quot;",Photo,,,08/22/2016 02:34:34 AM, ,2605,727,0,4919,2516,0,338,307,367,0,2487,714,0,0,208,0,0,0,0,0,0,0,0,0,0,,62,,,62,,268,60,285,82,,,,,,
134338226999288_161739007592543,https://www.facebook.com/Sghumans/posts/161739007592543:0,"#17
&quot; 우유 가져왔어요? 없으면 저리 가요.
   너무 덥다옹...~&quot;",Photo,,,08/17/2016 07:34:09 PM, ,1612,685,0,3643,2340,0,161,97,114,0,2400,682,0,0,111,0,0,0,0,0,0,0,0,0,0,,88,,,93,,67,33,71,43,,,,,,
